,id,distance_to_metro
0,23285,0.8283900982443059
1,23286,1.3232242897379027
2,23287,0.9055282044603431
3,23288,1.1983807415559842
4,23289,9.160168013385304
5,23290,0.4897230102873777
6,23291,1.9232241703528317
7,23292,1.9375005541086907
8,23293,0.7563215910801266
9,23294,0.8152019575170044
10,23295,1.6472231547685314
11,23296,0.7563215910801266
12,23297,0.8684596848859472
13,23298,1.7565711491134515
14,23299,2.9007324987170673
15,23300,0.7479665130821456
16,23301,1.9375005541086907
17,23302,8.002456870395937
18,23303,1.7968346329396714
19,23304,0.44707463566115213
20,23305,8.002456870395937
21,23306,9.123606396976223
22,23307,0.9961218553195672
23,23308,7028.772432908015
24,23309,1.1650726291023876
25,23310,8.002456870395937
26,23311,6.5718240827755
27,23312,2.1887811732953906
28,23313,4.0085801863988575
29,23314,2.680551999159724
30,23315,8.002456870395937
31,23316,1.3724216781939782
32,23317,8.002456870395937
33,23318,1.1650726291023876
34,23319,1.679639366516968
35,23320,1.4295414521673278
36,23321,8.002456870395937
37,23322,2.878615299031576
38,23323,1.9232241703528317
39,23324,0.7479665130821456
40,23325,1.4524493103883758
41,23326,0.41793505649169593
42,23327,4.236323783007888
43,23328,0.9766732803633112
44,23329,1.9375005541086907
45,23330,1.9232241703528317
46,23331,6.420487930068411
47,23332,0.7248456448828491
48,23333,9.7994616373795
49,23334,8.002456870395937
50,23335,1.9232241703528317
51,23336,8.002456870395937
52,23337,8.002456870395937
53,23338,8.002456870395937
54,23339,1.980000971860353
55,23340,4.323728230651134
56,23341,1.1650726291023876
57,23342,4.323728230651134
58,23343,4.323728230651134
59,23344,1.9403494871225524
60,23345,4.323728230651134
61,23346,9.741603376406033
62,23347,4.323728230651134
63,23348,0.9055282044603431
64,23349,8.811781766725677
65,23350,8.002456870395937
66,23351,8.002456870395937
67,23352,8.378352853600965
68,23353,8.002456870395937
69,23354,0.04522643432659511
70,23355,8.002456870395937
71,23356,8.002456870395937
72,23357,0.12781921632198495
73,23358,8.002456870395937
74,23359,1.679639366516968
75,23360,0.9055282044603431
76,23361,8.002456870395937
77,23362,0.8152019575170044
78,23363,8.002456870395937
79,23364,0.9055282044603431
80,23365,1.9232241703528317
81,23366,1.9232241703528317
82,23367,0.9055282044603431
83,23368,8.002456870395937
84,23369,4.323728230651134
85,23370,1.9232241703528317
86,23371,1.9232241703528317
87,23372,1.679639366516968
88,23373,1.9232241703528317
89,23374,8.002456870395937
90,23375,7028.772432908015
91,23376,1.9232241703528317
92,23377,0.9055282044603431
93,23378,0.9055282044603431
94,23379,0.04522643432659511
95,23380,2.78263741713633
96,23381,0.9055282044603431
97,23382,0.9055282044603431
98,23383,0.9055282044603431
99,23384,0.18083644555874318
100,23385,0.9055282044603431
101,23386,0.9055282044603431
102,23387,0.9055282044603431
103,23388,0.04522643432659511
104,23389,8.002456870395937
105,23390,0.04522643432659511
106,23391,0.9055282044603431
107,23392,0.8628988824121417
108,23393,0.04522643432659511
109,23394,1.9232241703528317
110,23395,1.197787835627097
111,23396,1.7968346329396714
112,23397,0.8628988824121417
113,23398,4.323728230651134
114,23399,1.9232241703528317
115,23400,0.9961218553195672
116,23401,8.002456870395937
117,23402,0.9055282044603431
118,23403,6.5718240827755
119,23404,0.9055282044603431
120,23405,1.197787835627097
121,23406,0.9055282044603431
122,23407,0.9055282044603431
123,23408,0.9055282044603431
124,23409,0.9055282044603431
125,23410,0.9055282044603431
126,23411,0.04522643432659511
127,23412,0.04522643432659511
128,23413,1.679639366516968
129,23414,0.9055282044603431
130,23415,0.9055282044603431
131,23416,0.12084720575998817
132,23417,0.9055282044603431
133,23418,0.9055282044603431
134,23419,1.197787835627097
135,23420,0.04522643432659511
136,23421,1.9232241703528317
137,23422,1.8815881076844017
138,23423,8.002456870395937
139,23424,0.9055282044603431
140,23425,1.9375005541086907
141,23426,1.197787835627097
142,23427,2.1432420846859737
143,23428,0.9055282044603431
144,23429,0.04522643432659511
145,23430,1.679639366516968
146,23431,0.04522643432659511
147,23432,0.9055282044603431
148,23433,0.9055282044603431
