,id,distance_to_metro
0,0,1.9232241703528317
1,1,0.9147361734241153
2,2,1.6449910741459643
3,3,0.9147361734241153
4,4,1.2216452703664424
5,5,1.9375005541086907
6,6,1.2390646137926256
7,7,1.0194405376161575
8,8,5.39282442683237
9,9,0.6626180321156483
10,10,0.5696873720883796
11,11,0.9994148879312097
12,12,1.9232241703528317
13,13,1.6589901941516185
14,14,1.3676716533329947
15,15,0.5999995781072375
16,16,3.732514743394366
17,17,2.214167106250088
18,18,1.81271091452458
19,19,1.3676716533329947
20,20,1.9084970859072279
21,21,1.679639366516968
22,22,1.679639366516968
23,23,0.9766732803633112
24,24,0.5696873720883796
25,25,0.4662247266559298
26,26,1.2216452703664424
27,27,1.9375005541086907
28,28,1.8437355513260376
29,29,12.556492510151463
30,30,4.0386440211499535
31,31,1.9375005541086907
32,32,0.1949057812739715
33,33,1.679639366516968
34,34,0.5999995781072375
35,35,0.5999995781072375
36,36,1.8639363161390907
37,37,9.397733909882316
38,38,1.7022350358037504
39,39,1.679639366516968
40,40,1.9375005541086907
41,41,0.7413997915888472
42,42,3.8663648146209812
43,43,0.16376105928234339
44,44,1.679639366516968
45,45,8.724217135155953
46,46,1.9375005541086907
47,47,2.8805141099599987
48,48,1.1823049275667432
49,49,1.679639366516968
50,50,0.9994148879312097
51,51,1.679639366516968
52,52,1.731617517298343
53,53,1.4646160041175427
54,54,1.679639366516968
55,55,1.9232241703528317
56,56,4.731044735144463
57,57,0.9355192875994146
58,58,1.0347880537825647
59,59,1.6589901941516185
60,60,2.5935840121239186
61,61,1.867809258702676
62,62,3.153166698321795
63,63,2.570722111379484
64,64,0.795452405603002
65,65,3.153166698321795
66,66,1.6449910741459643
67,67,0.9055282044603431
68,68,1.9375005541086907
69,69,1.8437355513260376
70,70,1.846830463591141
71,71,0.9055282044603431
72,72,1.9346410522645903
73,73,0.9991858252386765
74,74,1.8437355513260376
75,75,1.5019647201428472
76,76,1.9461248171270888
77,77,1.716925269773683
78,78,1.9232241703528317
79,79,1.0776341698734806
80,80,1.871684266482264
81,81,0.8247413389560956
82,82,1.745127662867829
83,83,7.07967184577813
84,84,7.07967184577813
85,85,6.752480421147836
86,86,1.679639366516968
87,87,7.07967184577813
88,88,7.07967184577813
89,89,0.2456698559000922
90,90,7.07967184577813
91,91,7.07967184577813
92,92,7.07967184577813
93,93,7.07967184577813
94,94,1.9375005541086907
95,95,7.07967184577813
96,96,4.169858797388181
97,97,8.390544529251148
98,98,1.7022350358037504
99,99,1.9232241703528317
100,100,0.6715937201168652
101,101,0.28277975070069805
102,102,9.687886003838235
103,103,0.2456698559000922
104,104,1.9232241703528317
105,105,0.9055282044603431
106,106,1.9232241703528317
107,107,1.8215269448843345
108,108,1.9375005541086907
